sampleid,x,y
4126,764,1
4127,165,1
4128,443,1
4129,645,1
4130,481,1
4131,593,1
4132,642,1
4133,431,1
4134,158,1
4135,621,1
4136,360,1
4137,790,1
4138,662,1
4139,508,1
4140,441,1
4141,244,1
4142,863,1
4143,384,1
4144,903,1
4145,898,1
4146,961,1
4147,327,1
4148,801,1
4149,458,1
4150,911,1
4151,853,1
4152,355,1
4153,328,1
4154,315,1
4155,335,1
4156,490,1
4157,465,1
4158,799,1
4159,221,1
4160,582,1
4161,313,1
4162,81,1
4163,728,1
4164,533,1
4165,801,1
4166,192,1
4167,610,1
4168,630,1
4169,637,1
4170,370,1
4171,101,1
4172,419,1
4173,11,1
4174,959,1
4175,225,1
4176,177,1
4177,229,1
4178,1012,0
4179,416,1
4180,558,1
4181,219,1
4182,201,1
4183,674,1
4184,286,1
4185,668,1
4186,405,1
4187,804,1
4188,2,1
4189,361,1
4190,483,1
4191,321,1
4192,538,1
4193,647,1
4194,955,1
4195,1019,0
4196,115,1
4197,601,1
4198,723,1
4199,975,1
4200,487,1
4201,705,1
4202,760,1
4203,11,1
4204,630,1
4205,460,1
4206,543,1
4207,823,1
4208,574,1
4209,109,1
4210,734,1
4211,89,1
4212,810,1
4213,650,1
4214,740,1
4215,197,1
4216,600,1
4217,943,1
4218,323,1
4219,759,1
4220,273,1
4221,703,1
4222,751,1
4223,37,1
4224,764,1
4225,800,1
4226,926,1
4227,127,1
4228,748,1
4229,688,1
4230,332,1
4231,707,1
4232,430,1
4233,127,1
4234,373,1
4235,212,1
4236,544,1
4237,100,1
4238,948,1
4239,128,1
4240,835,1
4241,822,1
4242,411,1
4243,146,1
4244,83,1
4245,796,1
4246,601,1
4247,787,1
4248,796,1
4249,47,1
4250,652,1
4251,928,1
4252,565,1
4253,395,1
4254,135,1
4255,274,1
4256,643,1
4257,500,1
4258,629,1
4259,209,1
4260,674,1
4261,692,1
4262,408,1
4263,422,1
4264,560,1
4265,155,1
4266,144,1
4267,141,1
4268,892,1
4269,843,1
4270,557,1
4271,647,1
4272,319,1
4273,485,1
4274,97,1
4275,27,1
4276,720,1
4277,28,1
4278,94,1
4279,90,1
4280,874,1
4281,864,1
4282,774,1
4283,478,1
4284,1005,0
4285,574,1
4286,748,1
4287,5,1
4288,1011,0
4289,488,1
4290,291,1
4291,331,1
4292,745,1
4293,806,1
4294,285,1
4295,504,1
4296,754,1
4297,240,1
4298,164,1
4299,318,1
4300,569,1
4301,219,1
4302,513,1
4303,316,1
4304,153,1
4305,380,1
4306,93,1
4307,698,1
4308,162,1
4309,152,1
4310,283,1
4311,839,1
4312,158,1
4313,673,1
4314,952,1
4315,458,1
4316,246,1
4317,124,1
4318,821,1
4319,269,1
4320,890,1
4321,905,1
4322,100,1
4323,255,1
4324,644,1
4325,985,1
4326,628,1
4327,305,1
4328,193,1
4329,442,1
4330,116,1
4331,879,1
4332,704,1
4333,615,1
4334,694,1
4335,906,1
4336,43,1
4337,423,1
4338,873,1
4339,76,1
4340,843,1
4341,109,1
4342,594,1
4343,283,1
4344,269,1
4345,103,1
4346,469,1
4347,122,1
4348,97,1
4349,89,1
4350,571,1
4351,122,1
4352,72,1
4353,925,1
4354,388,1
4355,552,1
4356,443,1
4357,901,1
4358,266,1
4359,114,1
4360,390,1
4361,325,1
4362,954,1
4363,3,1
4364,918,1
4365,383,1
4366,965,1
4367,910,1
4368,304,1
4369,69,1
4370,343,1
4371,331,1
4372,797,1
4373,65,1
4374,891,1
4375,307,1
4376,151,1
4377,877,1
4378,607,1
4379,581,1
4380,326,1
4381,722,1
4382,973,1
4383,441,1
4384,367,1
4385,732,1
4386,943,1
4387,182,1
4388,935,1
4389,697,1
4390,678,1
4391,988,1
4392,108,1
4393,980,1
4394,150,1
4395,13,1
4396,518,1
4397,89,1
4398,750,1
4399,655,1
4400,17,1
4401,355,1
4402,259,1
4403,623,1
4404,148,1
4405,224,1
4406,85,1
4407,949,1
4408,591,1
4409,1002,0
4410,571,1
4411,61,1
4412,715,1
4413,830,1
4414,456,1
4415,663,1
4416,509,1
4417,59,1
4418,678,1
4419,647,1
4420,465,1
4421,560,1
4422,275,1
4423,127,1
4424,106,1
4425,645,1
4426,145,1
4427,363,1
4428,13,1
4429,30,1
4430,859,1
4431,910,1
4432,674,1
4433,904,1
4434,549,1
4435,961,1
4436,0,1
4437,207,1
4438,85,1
4439,436,1
4440,831,1
4441,671,1
4442,486,1
4443,545,1
4444,98,1
4445,383,1
4446,201,1
4447,0,1
4448,279,1
4449,420,1
4450,1007,0
4451,88,1
4452,976,1
4453,201,1
4454,282,1
4455,826,1
4456,567,1
4457,768,1
4458,937,1
4459,715,1
4460,272,1
4461,687,1
4462,333,1
4463,202,1
4464,87,1
4465,764,1
4466,998,1
4467,601,1
4468,997,1
4469,435,1
4470,510,1
4471,869,1
4472,546,1
4473,274,1
4474,1006,0
4475,359,1
4476,183,1
4477,812,1
4478,459,1
4479,762,1
4480,830,1
4481,941,1
4482,55,1
4483,1024,0
4484,456,1
4485,305,1
4486,264,1
4487,274,1
4488,945,1
4489,397,1
4490,644,1
4491,48,1
4492,615,1
4493,506,1
4494,988,1
4495,1000,1
4496,550,1
4497,744,1
4498,235,1
4499,310,1
4500,381,1
4501,586,1
4502,721,1
4503,25,1
4504,578,1
4505,1021,0
4506,433,1
4507,880,1
4508,933,1
4509,563,1
4510,580,1
4511,795,1
4512,58,1
4513,935,1
4514,765,1
4515,684,1
4516,163,1
4517,218,1
4518,71,1
4519,313,1
4520,861,1
4521,28,1
4522,267,1
4523,737,1
4524,880,1
4525,743,1
4526,347,1
4527,462,1
4528,336,1
4529,479,1
4530,152,1
4531,840,1
4532,533,1
4533,795,1
4534,233,1
4535,113,1
4536,68,1
4537,372,1
4538,675,1
4539,717,1
4540,791,1
4541,125,1
4542,174,1
4543,604,1
4544,965,1
4545,889,1
4546,853,1
4547,781,1
4548,183,1
4549,242,1
4550,369,1
4551,493,1
4552,104,1
4553,892,1
4554,892,1
4555,414,1
4556,964,1
4557,251,1
4558,115,1
4559,963,1
4560,936,1
4561,682,1
4562,151,1
4563,888,1
4564,225,1
4565,960,1
4566,923,1
4567,953,1
4568,229,1
4569,968,1
4570,705,1
4571,345,1
4572,513,1
4573,16,1
4574,94,1
4575,885,1
4576,20,1
4577,305,1
4578,902,1
4579,155,1
4580,376,1
4581,832,1
4582,454,1
4583,676,1
4584,45,1
4585,814,1
4586,75,1
4587,885,1
4588,823,1
4589,797,1
4590,135,1
4591,718,1
4592,734,1
4593,237,1
4594,607,1
4595,49,1
4596,973,1
4597,51,1
4598,984,1
4599,922,1
4600,786,1
4601,546,1
4602,576,1
4603,419,1
4604,67,1
4605,715,1
4606,718,1
4607,114,1
4608,510,1
4609,656,1
4610,620,1
4611,922,1
4612,493,1
4613,872,1
4614,671,1
4615,668,1
4616,6,1
4617,692,1
4618,164,1
4619,261,1
4620,291,1
4621,389,1
4622,502,1
4623,69,1
4624,269,1
4625,540,1
4626,992,1
4627,388,1
4628,815,1
4629,89,1
4630,879,1
4631,471,1
4632,833,1
4633,553,1
4634,215,1
4635,656,1
4636,701,1
4637,407,1
4638,939,1
4639,566,1
4640,580,1
4641,123,1
4642,928,1
4643,1025,0
4644,584,1
4645,686,1
4646,855,1
4647,874,1
4648,559,1
4649,587,1
4650,720,1
4651,579,1
4652,621,1
4653,0,1
4654,457,1
4655,530,1
4656,104,1
4657,241,1
4658,299,1
4659,702,1
4660,980,1
4661,786,1
4662,683,1
4663,758,1
4664,263,1
4665,814,1
4666,846,1
4667,926,1
4668,970,1
4669,531,1
4670,343,1
4671,230,1
4672,715,1
4673,639,1
4674,539,1
4675,855,1
4676,724,1
4677,687,1
4678,743,1
4679,154,1
4680,194,1
4681,176,1
4682,482,1
4683,156,1
4684,699,1
4685,572,1
4686,556,1
4687,759,1
4688,940,1
4689,382,1
4690,90,1
4691,23,1
4692,749,1
4693,723,1
4694,255,1
4695,491,1
4696,771,1
4697,468,1
4698,281,1
4699,628,1
4700,872,1
4701,584,1
4702,358,1
4703,678,1
4704,614,1
4705,338,1
4706,511,1
4707,178,1
4708,14,1
4709,1012,0
4710,184,1
4711,601,1
4712,182,1
4713,219,1
4714,468,1
4715,174,1
4716,497,1
4717,899,1
4718,730,1
4719,396,1
4720,748,1
4721,567,1
4722,569,1
4723,402,1
4724,61,1
4725,280,1
4726,23,1
4727,370,1
4728,153,1
4729,209,1
4730,350,1
4731,199,1
4732,427,1
4733,683,1
4734,731,1
4735,896,1
4736,30,1
4737,255,1
4738,292,1
4739,876,1
4740,151,1
4741,902,1
4742,975,1
4743,313,1
4744,879,1
4745,502,1
4746,676,1
4747,388,1
4748,594,1
4749,748,1
4750,44,1
4751,359,1
4752,909,1
4753,70,1
4754,153,1
4755,460,1
4756,964,1
4757,881,1
4758,758,1
4759,625,1
4760,994,1
4761,678,1
4762,704,1
4763,716,1
4764,455,1
4765,720,1
4766,229,1
4767,979,1
4768,310,1
4769,428,1
4770,960,1
4771,502,1
4772,175,1
4773,922,1
4774,588,1
4775,35,1
4776,667,1
4777,990,1
4778,846,1
4779,65,1
4780,214,1
4781,617,1
4782,640,1
4783,365,1
4784,1005,0
4785,870,1
4786,41,1
4787,776,1
4788,162,1
4789,29,1
4790,57,1
4791,246,1
4792,372,1
4793,627,1
4794,141,1
4795,694,1
4796,880,1
4797,294,1
4798,157,1
4799,105,1
4800,217,1
4801,523,1
4802,761,1
4803,639,1
4804,770,1
4805,230,1
4806,217,1
4807,8,1
4808,203,1
4809,970,1
4810,540,1
4811,438,1
4812,550,1
4813,920,1
4814,787,1
4815,196,1
4816,315,1
4817,453,1
4818,411,1
4819,849,1
4820,581,1
4821,940,1
4822,768,1
4823,910,1
4824,918,1
4825,645,1
4826,813,1
4827,633,1
4828,509,1
4829,244,1
4830,794,1
4831,110,1
4832,641,1
4833,136,1
4834,773,1
4835,165,1
4836,884,1
4837,342,1
4838,698,1
4839,941,1
4840,507,1
4841,989,1
4842,370,1
4843,10,1
4844,346,1
4845,697,1
4846,158,1
4847,814,1
4848,1014,0
4849,991,1
4850,235,1
4851,1018,0
4852,614,1
4853,392,1
4854,602,1
4855,6,1
4856,1014,0
4857,594,1
4858,953,1
4859,124,1
4860,738,1
4861,522,1
4862,466,1
4863,707,1
4864,923,1
4865,109,1
4866,58,1
4867,875,1
4868,613,1
4869,264,1
4870,549,1
4871,999,1
4872,151,1
4873,403,1
4874,122,1
4875,203,1
4876,403,1
4877,760,1
4878,1014,0
4879,983,1
4880,767,1
4881,48,1
4882,418,1
4883,982,1
4884,326,1
4885,952,1
4886,693,1
4887,81,1
4888,252,1
4889,651,1
4890,1014,0
4891,804,1
4892,754,1
4893,533,1
4894,399,1
4895,919,1
4896,194,1
4897,458,1
4898,256,1
4899,141,1
4900,560,1
4901,992,1
4902,1013,0
4903,863,1
4904,203,1
4905,538,1
4906,589,1
4907,177,1
4908,639,1
4909,852,1
4910,149,1
4911,134,1
4912,673,1
4913,142,1
4914,219,1
4915,621,1
4916,754,1
4917,921,1
4918,440,1
4919,74,1
4920,378,1
4921,872,1
4922,797,1
4923,102,1
4924,364,1
4925,36,1
4926,238,1
4927,528,1
4928,587,1
4929,221,1
4930,87,1
4931,977,1
4932,175,1
4933,773,1
4934,579,1
4935,335,1
4936,104,1
4937,657,1
4938,352,1
4939,699,1
4940,930,1
4941,785,1
4942,328,1
4943,359,1
4944,865,1
4945,333,1
4946,607,1
4947,428,1
4948,209,1
4949,344,1
4950,241,1
4951,679,1
4952,838,1
4953,775,1
4954,610,1
4955,550,1
4956,455,1
4957,928,1
4958,681,1
4959,225,1
4960,296,1
4961,373,1
4962,966,1
4963,253,1
4964,927,1
4965,642,1
4966,856,1
4967,706,1
4968,185,1
4969,889,1
4970,664,1
4971,743,1
4972,988,1
4973,944,1
4974,739,1
4975,643,1
4976,754,1
4977,980,1
4978,735,1
4979,58,1
4980,182,1
4981,915,1
4982,363,1
4983,415,1
4984,486,1
4985,777,1
4986,492,1
4987,198,1
4988,525,1
4989,543,1
4990,785,1
4991,342,1
4992,469,1
4993,154,1
4994,767,1
4995,400,1
4996,477,1
4997,769,1
4998,168,1
4999,922,1
5000,321,1
5001,197,1
5002,175,1
5003,987,1
5004,480,1
5005,348,1
5006,816,1
5007,314,1
5008,842,1
5009,215,1
5010,964,1
5011,883,1
5012,927,1
5013,610,1
5014,643,1
5015,119,1
5016,209,1
5017,689,1
5018,875,1
5019,606,1
5020,531,1
5021,135,1
5022,834,1
5023,577,1
5024,197,1
5025,892,1
5026,254,1
5027,80,1
5028,505,1
5029,23,1
5030,24,1
5031,789,1
5032,786,1
5033,670,1
5034,405,1
5035,228,1
5036,682,1
5037,821,1
5038,804,1
5039,1001,0
5040,985,1
5041,307,1
5042,753,1
5043,356,1
5044,228,1
5045,419,1
5046,164,1
5047,523,1
5048,244,1
5049,319,1
5050,287,1
5051,815,1
5052,765,1
5053,637,1
5054,1010,0
5055,397,1
5056,77,1
5057,200,1
5058,702,1
5059,278,1
5060,482,1
5061,500,1
5062,119,1
5063,170,1
5064,892,1
5065,974,1
5066,851,1
5067,519,1
5068,372,1
5069,514,1
5070,717,1
5071,143,1
5072,322,1
5073,335,1
5074,905,1
5075,686,1
5076,334,1
5077,668,1
5078,218,1
5079,656,1
5080,299,1
5081,102,1
5082,268,1
5083,500,1
5084,646,1
5085,573,1
5086,26,1
5087,405,1
5088,193,1
5089,765,1
5090,118,1
5091,231,1
5092,356,1
5093,959,1
5094,769,1
5095,434,1
5096,1019,0
5097,224,1
5098,421,1
5099,562,1
5100,726,1
5101,402,1
5102,10,1
5103,821,1
5104,989,1
5105,926,1
5106,257,1
5107,303,1
5108,964,1
5109,287,1
5110,736,1
5111,217,1
5112,361,1
5113,765,1
5114,199,1
5115,248,1
5116,656,1
5117,707,1
5118,640,1
5119,305,1
5120,833,1
5121,101,1
5122,74,1
5123,33,1
5124,415,1
5125,180,1
5126,573,1
5127,108,1
5128,245,1
5129,833,1
5130,946,1
5131,981,1
5132,378,1
5133,645,1
5134,888,1
5135,742,1
5136,658,1
5137,560,1
5138,584,1
5139,26,1
5140,344,1
5141,314,1
5142,312,1
5143,942,1
5144,759,1
5145,536,1
5146,801,1
5147,233,1
5148,119,1
5149,396,1
5150,800,1
5151,183,1
5152,472,1
5153,544,1
5154,115,1
5155,270,1
5156,252,1
5157,615,1
5158,60,1
5159,1003,0
5160,969,1
5161,470,1
5162,153,1
5163,609,1
5164,504,1
5165,682,1
5166,263,1
5167,71,1
5168,673,1
5169,783,1
5170,106,1
5171,928,1
5172,596,1
5173,100,1
5174,702,1
5175,316,1
5176,232,1
5177,722,1
5178,766,1
5179,411,1
5180,923,1
5181,529,1
5182,272,1
5183,931,1
5184,351,1
5185,493,1
5186,466,1
5187,536,1
5188,263,1
5189,367,1
5190,721,1
5191,635,1
5192,485,1
5193,234,1
5194,955,1
5195,38,1
5196,795,1
5197,196,1
5198,632,1
5199,469,1
5200,747,1
5201,49,1
5202,54,1
5203,44,1
5204,595,1
5205,36,1
5206,806,1
5207,187,1
5208,535,1
5209,738,1
5210,1019,0
5211,7,1
5212,31,1
5213,999,1
5214,1015,0
5215,270,1
5216,299,1
5217,290,1
5218,813,1
5219,117,1
5220,220,1
5221,370,1
5222,971,1
5223,235,1
5224,519,1
5225,127,1
5226,822,1
5227,51,1
5228,886,1
5229,625,1
5230,1009,0
5231,310,1
5232,205,1
5233,499,1
5234,132,1
5235,553,1
5236,869,1
5237,40,1
5238,161,1
5239,197,1
5240,413,1
5241,659,1
5242,722,1
5243,514,1
5244,283,1
5245,752,1
5246,524,1
5247,15,1
5248,768,1
5249,781,1
5250,327,1
5251,830,1
5252,432,1
5253,690,1
5254,92,1
5255,12,1
5256,453,1
5257,549,1
5258,273,1
5259,35,1
5260,781,1
5261,654,1
5262,328,1
5263,894,1
5264,694,1
5265,917,1
5266,1015,0
5267,358,1
5268,433,1
5269,445,1
5270,743,1
5271,702,1
5272,845,1
5273,698,1
5274,794,1
5275,723,1
5276,963,1
5277,249,1
5278,402,1
5279,212,1
5280,725,1
5281,176,1
5282,890,1
5283,40,1
5284,118,1
5285,184,1
5286,458,1
5287,162,1
5288,15,1
5289,415,1
5290,951,1
5291,589,1
5292,691,1
5293,761,1
5294,325,1
5295,996,1
5296,969,1
5297,50,1
5298,473,1
5299,223,1
5300,907,1
5301,334,1
5302,721,1
5303,594,1
5304,73,1
5305,625,1
5306,624,1
5307,599,1
5308,523,1
5309,371,1
5310,206,1
5311,877,1
5312,620,1
5313,737,1
5314,222,1
5315,179,1
5316,593,1
5317,744,1
5318,860,1
5319,135,1
5320,213,1
5321,578,1
5322,853,1
5323,832,1
5324,625,1
5325,975,1
5326,624,1
5327,171,1
5328,197,1
5329,408,1
5330,53,1
5331,911,1
5332,849,1
5333,415,1
5334,424,1
5335,779,1
5336,475,1
5337,416,1
5338,533,1
5339,448,1
5340,115,1
5341,501,1
5342,393,1
5343,403,1
5344,954,1
5345,165,1
5346,886,1
5347,396,1
5348,205,1
5349,330,1
5350,12,1
5351,133,1
5352,595,1
5353,328,1
5354,408,1
5355,230,1
5356,141,1
5357,144,1
5358,865,1
5359,839,1
5360,117,1
5361,952,1
5362,52,1
5363,144,1
5364,168,1
5365,295,1
5366,118,1
5367,812,1
5368,940,1
5369,79,1
5370,57,1
5371,662,1
5372,374,1
5373,859,1
5374,558,1
5375,116,1
5376,816,1
5377,546,1
5378,499,1
5379,373,1
5380,993,1
5381,607,1
5382,318,1
5383,68,1
5384,612,1
5385,753,1
5386,126,1
5387,278,1
5388,146,1
5389,878,1
5390,922,1
5391,732,1
5392,377,1
5393,991,1
5394,805,1
5395,891,1
5396,875,1
5397,838,1
5398,383,1
5399,650,1
5400,806,1
5401,360,1
5402,33,1
5403,26,1
5404,250,1
5405,232,1
5406,131,1
5407,715,1
5408,62,1
5409,760,1
5410,185,1
5411,992,1
5412,98,1
5413,138,1
5414,962,1
5415,746,1
5416,14,1
5417,828,1
5418,808,1
5419,568,1
5420,723,1
5421,728,1
5422,217,1
5423,614,1
5424,234,1
5425,97,1
5426,740,1
5427,30,1
5428,809,1
5429,443,1
5430,304,1
5431,725,1
5432,297,1
5433,44,1
5434,206,1
5435,922,1
5436,656,1
5437,671,1
5438,209,1
5439,517,1
5440,695,1
5441,132,1
5442,829,1
5443,385,1
5444,786,1
5445,851,1
5446,661,1
5447,312,1
5448,975,1
5449,967,1
5450,1008,0
5451,740,1
5452,919,1
5453,873,1
5454,604,1
5455,762,1
5456,715,1
5457,964,1
5458,496,1
5459,143,1
5460,605,1
5461,862,1
5462,500,1
5463,706,1
5464,864,1
5465,728,1
5466,985,1
5467,631,1
5468,2,1
5469,568,1
5470,676,1
5471,1016,0
5472,51,1
5473,511,1
5474,522,1
5475,798,1
5476,508,1
5477,820,1
5478,246,1
5479,1010,0
5480,750,1
5481,563,1
5482,398,1
5483,648,1
5484,191,1
5485,706,1
5486,1000,1
5487,209,1
5488,407,1
5489,134,1
5490,332,1
5491,575,1
5492,583,1
5493,90,1
5494,80,1
5495,771,1
5496,783,1
5497,458,1
5498,943,1
5499,303,1
5500,680,1
5501,760,1
5502,974,1
5503,151,1
5504,340,1
5505,390,1
5506,822,1
5507,74,1
5508,90,1
5509,410,1
5510,952,1
5511,342,1
5512,942,1
5513,904,1
5514,812,1
5515,264,1
5516,525,1
5517,618,1
5518,704,1
5519,694,1
5520,782,1
5521,436,1
5522,732,1
5523,337,1
5524,42,1
5525,1017,0
5526,520,1
5527,111,1
5528,91,1
5529,934,1
5530,592,1
5531,756,1
5532,323,1
5533,977,1
5534,602,1
5535,679,1
5536,216,1
5537,23,1
5538,623,1
5539,222,1
5540,121,1
5541,120,1
5542,136,1
5543,146,1
5544,968,1
5545,791,1
5546,485,1
5547,920,1
5548,21,1
5549,924,1
5550,181,1
5551,186,1
5552,930,1
5553,283,1
5554,77,1
5555,233,1
5556,445,1
5557,729,1
5558,76,1
5559,419,1
5560,281,1
5561,319,1
5562,871,1
5563,920,1
5564,363,1
5565,646,1
5566,880,1
5567,265,1
5568,398,1
5569,719,1
5570,652,1
5571,379,1
5572,773,1
5573,375,1
5574,979,1
5575,576,1
5576,986,1
5577,115,1
5578,583,1
5579,4,1
5580,103,1
5581,462,1
5582,856,1
5583,599,1
5584,53,1
5585,857,1
5586,894,1
5587,622,1
5588,685,1
5589,662,1
5590,979,1
5591,59,1
5592,532,1
5593,539,1
5594,313,1
5595,582,1
5596,239,1
5597,203,1
5598,18,1
5599,910,1
5600,158,1
5601,700,1
5602,577,1
5603,966,1
5604,384,1
5605,84,1
5606,271,1
5607,713,1
5608,80,1
5609,936,1
5610,492,1
5611,935,1
5612,341,1
5613,621,1
5614,446,1
5615,47,1
5616,944,1
5617,134,1
5618,2,1
5619,219,1
5620,889,1
5621,924,1
5622,588,1
5623,691,1
5624,901,1
5625,523,1
5626,875,1
5627,966,1
5628,1025,0
5629,213,1
5630,990,1
5631,1007,0
5632,889,1
5633,605,1
5634,142,1
5635,689,1
5636,139,1
5637,296,1
5638,560,1
5639,314,1
5640,34,1
5641,995,1
5642,834,1
5643,707,1
5644,57,1
5645,573,1
5646,941,1
5647,51,1
5648,6,1
5649,347,1
5650,612,1
5651,509,1
5652,868,1
5653,234,1
5654,1022,0
5655,38,1
5656,29,1
5657,1012,0
5658,574,1
5659,526,1
5660,645,1
5661,532,1
5662,135,1
5663,441,1
5664,475,1
5665,1005,0
5666,454,1
5667,18,1
5668,103,1
5669,842,1
5670,973,1
5671,434,1
5672,613,1
5673,653,1
5674,406,1
5675,989,1
5676,979,1
5677,1025,0
5678,512,1
5679,459,1
5680,5,1
5681,1007,0
5682,874,1
5683,462,1
5684,73,1
5685,956,1
5686,88,1
5687,525,1
5688,33,1
5689,86,1
5690,534,1
5691,153,1
5692,420,1
5693,588,1
5694,679,1
5695,404,1
5696,1023,0
5697,917,1
5698,305,1
5699,558,1
5700,866,1
5701,130,1
5702,690,1
5703,857,1
5704,87,1
5705,598,1
5706,125,1
5707,369,1
5708,40,1
5709,276,1
5710,80,1
5711,687,1
5712,1,1
5713,223,1
5714,717,1
5715,218,1
5716,198,1
5717,185,1
5718,127,1
5719,700,1
5720,490,1
5721,313,1
5722,704,1
5723,522,1
5724,201,1
5725,470,1
5726,78,1
5727,58,1
5728,698,1
5729,180,1
5730,315,1
5731,905,1
5732,440,1
5733,939,1
5734,227,1
5735,138,1
5736,879,1
5737,803,1
5738,921,1
5739,104,1
5740,735,1
5741,271,1
5742,340,1
5743,431,1
5744,356,1
5745,959,1
5746,130,1
5747,643,1
5748,299,1
5749,918,1
5750,874,1
5751,992,1
5752,283,1
5753,830,1
5754,597,1
5755,53,1
5756,707,1
5757,748,1
5758,231,1
5759,690,1
5760,843,1
5761,55,1
5762,857,1
5763,65,1
5764,23,1
5765,244,1
5766,103,1
5767,877,1
5768,878,1
5769,769,1
5770,471,1
5771,1010,0
5772,675,1
5773,227,1
5774,45,1
5775,555,1
5776,646,1
5777,613,1
5778,643,1
5779,456,1
5780,147,1
5781,705,1
5782,246,1
5783,804,1
5784,244,1
5785,569,1
5786,57,1
5787,602,1
5788,497,1
5789,634,1
5790,686,1
5791,496,1
5792,536,1
5793,997,1
5794,864,1
5795,990,1
5796,563,1
5797,134,1
5798,70,1
5799,240,1
5800,360,1
5801,828,1
5802,52,1
5803,828,1
5804,544,1
5805,389,1
5806,785,1
5807,615,1
5808,390,1
5809,205,1
5810,951,1
5811,151,1
5812,523,1
5813,180,1
5814,116,1
5815,196,1
5816,3,1
5817,383,1
5818,536,1
5819,600,1
5820,747,1
5821,212,1
5822,127,1
5823,751,1
5824,678,1
5825,56,1
5826,653,1
5827,801,1
5828,535,1
5829,156,1
5830,119,1
5831,582,1
5832,783,1
5833,111,1
5834,425,1
5835,793,1
5836,23,1
5837,851,1
5838,499,1
5839,705,1
5840,614,1
5841,605,1
5842,118,1
5843,649,1
5844,770,1
5845,956,1
5846,140,1
5847,612,1
5848,153,1
5849,835,1
5850,152,1
5851,487,1
5852,182,1
5853,669,1
5854,990,1
5855,613,1
5856,564,1
5857,449,1
5858,467,1
5859,103,1
5860,942,1
5861,883,1
5862,416,1
5863,1014,0
5864,918,1
5865,907,1
5866,280,1
5867,490,1
5868,442,1
5869,576,1
5870,497,1
5871,142,1
5872,921,1
5873,381,1
5874,621,1
5875,671,1
5876,339,1
5877,763,1
5878,24,1
5879,515,1
5880,970,1
5881,562,1
5882,886,1
5883,704,1
5884,733,1
5885,126,1
5886,1016,0
5887,487,1
5888,729,1
5889,262,1
5890,933,1
5891,956,1
5892,13,1
5893,592,1
5894,390,1
5895,571,1
5896,23,1
5897,759,1
5898,665,1
5899,986,1
5900,402,1
5901,772,1
5902,118,1
5903,389,1
5904,274,1
5905,109,1
5906,689,1
5907,337,1
5908,481,1
5909,1024,0
5910,288,1
5911,447,1
5912,122,1
5913,617,1
5914,145,1
5915,362,1
5916,412,1
5917,891,1
5918,362,1
5919,864,1
5920,75,1
5921,417,1
5922,199,1
5923,318,1
5924,1021,0
5925,935,1
5926,696,1
5927,459,1
5928,872,1
5929,457,1
5930,75,1
5931,702,1
5932,223,1
5933,1023,0
5934,153,1
5935,290,1
5936,282,1
5937,730,1
5938,412,1
5939,729,1
5940,110,1
5941,910,1
5942,835,1
5943,391,1
5944,835,1
5945,868,1
5946,505,1
5947,880,1
5948,63,1
5949,444,1
5950,185,1
5951,944,1
5952,522,1
5953,109,1
5954,740,1
5955,650,1
5956,315,1
5957,209,1
5958,180,1
5959,738,1
5960,768,1
5961,977,1
5962,338,1
5963,215,1
5964,320,1
5965,603,1
5966,241,1
5967,972,1
5968,1007,0
5969,189,1
5970,642,1
5971,920,1
5972,824,1
5973,4,1
5974,114,1
5975,820,1
5976,1005,0
5977,880,1
5978,412,1
5979,217,1
5980,606,1
5981,88,1
5982,73,1
5983,374,1
5984,357,1
5985,712,1
5986,795,1
5987,296,1
5988,1011,0
5989,308,1
5990,198,1
5991,530,1
5992,403,1
5993,800,1
5994,244,1
5995,521,1
5996,578,1
5997,757,1
5998,47,1
5999,81,1
6000,343,1
6001,988,1
6002,923,1
6003,774,1
6004,265,1
6005,635,1
6006,141,1
6007,729,1
6008,255,1
6009,286,1
6010,17,1
6011,100,1
6012,774,1
6013,144,1
6014,227,1
6015,22,1
6016,751,1
6017,909,1
6018,719,1
6019,452,1
6020,866,1
6021,519,1
6022,241,1
6023,65,1
6024,436,1
6025,401,1
6026,754,1
6027,83,1
6028,31,1
6029,48,1
6030,501,1
6031,509,1
6032,419,1
6033,212,1
6034,563,1
6035,191,1
6036,207,1
6037,939,1
6038,594,1
6039,155,1
6040,989,1
6041,28,1
6042,175,1
6043,868,1
6044,950,1
6045,610,1
6046,914,1
6047,254,1
6048,362,1
6049,420,1
6050,371,1
6051,67,1
6052,75,1
6053,397,1
6054,282,1
6055,378,1
6056,633,1
6057,452,1
6058,625,1
6059,378,1
6060,52,1
6061,860,1
6062,415,1
6063,522,1
6064,583,1
6065,125,1
6066,748,1
6067,534,1
6068,933,1
6069,585,1
6070,106,1
6071,857,1
6072,194,1
6073,846,1
6074,863,1
6075,591,1
6076,726,1
6077,959,1
6078,296,1
6079,656,1
6080,474,1
6081,965,1
6082,612,1
6083,551,1
6084,19,1
6085,477,1
6086,323,1
6087,644,1
6088,137,1
6089,935,1
6090,601,1
6091,211,1
6092,409,1
6093,534,1
6094,559,1
6095,723,1
6096,31,1
6097,186,1
6098,946,1
6099,1008,0
6100,481,1
6101,606,1
6102,303,1
6103,102,1
6104,74,1
6105,782,1
6106,600,1
6107,164,1
6108,355,1
6109,505,1
6110,881,1
6111,824,1
6112,709,1
6113,323,1
6114,979,1
6115,569,1
6116,102,1
